name,artist,meter,chorus_cp,verse_cp,intro_cp,outro_cp,bridge_cp,release year,energy,valence,tempo,danceability
Through The Years,Kenny Rogers,4/4,"['G:maj(9)', 'G:maj(9)', 'E:sus4(9)', 'E:min(9)', 'A:min7', 'A:min7', 'D:11', 'D:maj/b7', 'B:min7', 'E:min7', 'A:min7', 'A:min7', 'D:sus4(b7,9)', 'D:7/b7', 'G:maj(9)', 'G:maj(9)', 'E:sus4(9)', 'E:min(9)', 'A:min7', 'A:min7', 'D:11', 'D:maj/b7', 'B:min7', 'E:min7', 'A:min7', 'A:min7', 'D:sus4(b7,9)', 'D:7/b7', 'Ab:maj(9)', 'Ab:maj(9)', 'F:sus4(9)', 'F:min(9)', 'Bb:min7', 'Bb:min7', 'Eb:11', 'Eb:maj/b7', 'C:min7', 'F:min7', 'Bb:min7', 'Bb:min7', 'Eb:sus4(b7,9)', 'Eb:7/b7', 'Ab:maj(9)', 'Ab:maj(9)', 'F:sus4(9)', 'F:min(9)', 'Bb:min7', 'Bb:min7', 'Eb:11', 'Eb:maj/b7', 'C:min7', 'F:min7', 'Bb:min7', 'Bb:min7', 'Eb:sus4(b7,9)', 'Eb:7/b7']","['G:maj', 'G:maj', 'F#:sus4(b7)', 'B:7', 'E:min', 'E:min', 'D:min7', 'G:7', 'C:maj(9)', 'D:7/b7', 'B:min7', 'D:sus4(b7,9)', 'G:maj', 'G:maj', 'F#:sus4(b7)', 'B:7', 'E:min', 'E:min', 'D:min7', 'G:7', 'C:maj(9)', 'D:7/b7', 'B:min7', 'D:sus4(b7,9)']","['G:maj(9)', 'G:maj(9)', 'E:sus4(9)', 'E:min(9)', 'A:min7', 'A:min7', 'D:11', 'D:7/b7', 'B:min7', 'E:min7', 'A:min7', 'D:sus4(b7,9)']","['Ab:maj(9)', 'Ab:maj(9)', 'F:sus4(9)', 'F:min(9)', 'Bb:min7', 'Bb:min7', 'Eb:11', 'Eb:maj/b7', 'C:min7', 'F:min7', 'Bb:min7', 'Bb:min7', 'Eb:sus4(b7,9)', 'Eb:7/b7']",[],1981,0.393,0.271,131.266,0.587
Time Will Reveal,Debarge,4/4,"['G:maj7', 'C:sus4(b7)', 'F:maj7', 'Bb:sus4(b7)', 'D:min7', 'E:min7', 'F:maj7', 'G:sus4(b7)', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim', 'G:maj7', 'C:sus4(b7)', 'F:maj7', 'Bb:sus4(b7)', 'D:min7', 'E:min7', 'F:maj7', 'G:sus4(b7)', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim', 'G:maj7', 'C:sus4(b7)', 'F:maj7', 'Bb:sus4(b7)', 'D:min7', 'E:min7', 'F:maj7', 'G:sus4(b7)', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim', 'C:sus4', 'C:maj', 'E:min7', 'E:min7', 'F:maj7', 'F:maj7', 'F:maj/9', 'G#:dim']","['F:min6/5', 'C:maj7', 'F:min6/5', 'C:maj7', 'F:min6/5', 'C:maj7', 'F:min6/5', 'C:maj7', 'F:min6/5', 'C:maj7', 'F:min6/5', 'C:maj7', 'F:min/5', 'C:maj7', 'F:min6/5', 'C:maj7']","['F:min/5', 'C:maj', 'F:min/5', 'C:maj']","['A:min7', 'E:min7', 'F#:min7', 'F#:min7', 'B:7', 'B:aug(b7)/3', 'E:min7', 'A:min7', 'D:min7', 'G:7']","['F:min/5', 'C:maj7', 'F:min6/5', 'C:maj7']",1983,0.259,0.433,129.75,0.711
I'm In Love,Wilson Pickett,4/4,"['G#:min7', 'G#:min7', 'A:maj', 'B:maj', 'E:maj', 'E:maj', 'G#:min7', 'A:maj', 'A:maj', 'F#:min7', 'F#:min7', 'B:7', 'E:maj', 'E:maj', 'G#:min7', 'G#:min7', 'A:maj', 'B:maj', 'E:maj', 'E:maj', 'G#:min7', 'A:maj', 'A:maj', 'F#:min7', 'F#:min7', 'B:7', 'E:maj', 'E:maj', 'E:maj', 'F#:min7', 'G:min7', 'G#:min7', 'G#:min7', 'A:maj', 'B:maj', 'E:maj6', 'E:maj6', 'B:maj6/3', 'C#:min7', 'C#:min7', 'E:maj']","['E:maj6', 'E:maj6', 'B:maj6/3', 'C#:min7', 'C#:min7', 'E:maj', 'E:maj6', 'E:maj6', 'B:maj6/3', 'C#:min7', 'C#:min7', 'E:maj']","['E:maj6', 'E:maj6', 'B:maj6/3', 'C#:min7', 'C#:min7', 'E:maj']","['E:maj6', 'E:maj6', 'B:maj6/3', 'C#:min7', 'C#:min7', 'E:maj']",[],2023,0.533,0.574,186.059,0.43
I Don't Love You Anymore,Teddy Pendergrass,4/4,"['G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'B:min', 'A:min', 'B:min', 'A:min', 'B:min', 'A:min', 'B:min', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'A:min', 'B:min', 'A:min', 'B:min', 'A:min', 'B:min', 'A:min', 'B:min', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11']","['D:maj6', 'C:maj6', 'D:maj6', 'C:maj6', 'D:maj6', 'C:maj6', 'D:maj6', 'C:maj6']","['N', 'N', 'N', 'N']","['G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11', 'G:maj', 'G:maj', 'A:min', 'A:min/11']",[],1977,0.888,0.831,118.965,0.806
Kisses On The Wind,Neneh Cherry,4/4,"['G:min7', 'Eb:maj7', 'G:min9', 'A:min', 'A:min', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj', 'G:min9', 'Eb:maj9', 'G:min9', 'A:min7', 'A:1', 'D:maj', 'C:sus4(9)', 'C:maj', 'D:maj', 'C:sus4(9)', 'C:maj', 'G:min7', 'Eb:maj7', 'G:min9', 'A:min', 'A:min', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj']","['D:maj6', 'C:maj6', 'D:maj6', 'Bb:maj6', 'B:min7/b3', 'C:maj6', 'B:min7/b3', 'Bb:maj7']","['N', 'N', 'N']","['D:maj', 'F:maj/5', 'C:maj', 'D:maj', 'F:maj/5', 'C:maj']","['N', 'N', 'N', 'N']",1989,0.687,0.783,117.959,0.759
Cruisin',Smokey Robinson,4/4,"['E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'A:maj', 'D:maj', 'B:7', 'E:maj', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'A:maj', 'D:maj', 'B:7', 'E:maj', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'A:maj', 'D:maj', 'B:7', 'E:maj']","['E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7', 'E:maj', 'F#:min7']","['E:maj', 'E:maj', 'E:maj', 'E:maj']","['E:maj', 'A:maj', 'D:maj', 'B:7', 'E:maj']",[],1979,0.63,0.822,169.115,0.498
Here I Go Again,Whitesnake,4/4,"['G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'D:maj/11', 'C:maj/5', 'D:maj/11', 'G:maj', 'D:maj/11', 'C:maj/5', 'D:maj/11', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj']","['G:maj', 'D:maj', 'C:maj', 'G:maj', 'D:maj', 'C:maj', 'E:min', 'A:min', 'C:maj', 'G:maj', 'E:min', 'A:min', 'A:min', 'C:maj', 'D:maj', 'G:maj', 'D:maj', 'C:maj', 'G:maj', 'D:maj', 'C:maj', 'G:maj', 'D:maj/11', 'C:maj/5', 'D:maj/11', 'G:maj', 'D:maj/11', 'C:maj/5', 'D:maj/11']","['G:maj', 'D:maj', 'C:maj', 'G:maj', 'D:maj', 'C:maj']","['G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj', 'G:maj', 'C:maj', 'D:maj', 'D:maj', 'C:maj', 'D:maj']","['E:min', 'A:min', 'E:min', 'A:min']",1987,0.823,0.244,89.939,0.292
Everybody Loves Me but You,Brenda Lee,12/8,"['E:min', 'B:maj', 'E:min', 'C:maj7', 'C:maj6', 'E:min', 'B:maj', 'E:min', 'C:maj7', 'C:maj6']","['D:7/5', 'D:7/5', 'G:maj', 'G:maj', 'D:7', 'D:7/5', 'D:7', 'D:7/5', 'G:maj', 'G:maj']","['C:maj7', 'C:maj6', 'F:7(#11)', 'F:7', 'G:maj7', 'G:maj7', 'G:maj7', 'G:maj7', 'G#:dim']",[],"['E:min', 'B:maj', 'E:min', 'C:maj7', 'C:maj6']",2006,0.0957,0.491,107.004,0.659
All she wants is,Duran Duran,4/4,"['D:min', 'D:min', 'D:min/5', 'D:min/5']","['D:min', 'D:min', 'D:min/5', 'D:min/5', 'D:min', 'D:min', 'D:min/5', 'D:min/5']","['N', 'N', 'N', 'N', 'N', 'N', 'D:min', 'D:min', 'D:min/5', 'D:min/5']","['D:min', 'D:min', 'D:min/5', 'D:min/5', 'D:min', 'D:min', 'D:min/5', 'D:min/5']","['D:1', 'D:1', 'D:1', 'D:1']",2023,0.667,0.719,120.021,0.657
Play That Funky Music,Wild Cherry,4/4,"['E:7', 'E:7', 'E:7', 'E:7', 'G:9', 'G:9', 'G:9', 'G:9', 'E:9', 'E:9', 'E:9', 'E:9', 'E:7', 'E:7', 'E:7', 'E:7', 'G:9', 'G:9', 'G:9', 'G:9']","['E:9', 'E:9', 'E:9', 'E:9', 'E:9', 'E:9', 'E:9', 'E:9']","['E:1', 'E:1', 'E:1', 'E:1']","['G:9', 'G:9', 'G:9', 'G:9', 'G:9', 'G:9', 'G:9', 'G:9']",[],1976,0.672,0.933,109.394,0.814
All Through The Night,Cyndi Lauper,4/4,"['F:min', 'F:min', 'C:min', 'C:min', 'Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4', 'F:min', 'F:min', 'C:min', 'C:min', 'Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Ab:maj', 'F:min', 'F:min', 'C:min', 'C:min', 'Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4', 'Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4']","['Ab:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Ab:maj', 'Ab:maj', 'Eb:maj', 'Eb:maj', 'Eb:maj', 'Ab:maj']","['Ab:maj', 'Ab:maj']","['Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4', 'Ab:maj', 'F:min', 'Db:maj', 'Bb:min', 'Eb:sus4']",[],1983,0.65,0.346,95.1,0.573
Cecilia,Simon & Garfunkel,4/4,"['N', 'N', 'N', 'F#:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj', 'F#:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj', 'F#:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj', 'F#:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj', 'F#:maj']","['B:maj', 'B:maj', 'B:maj', 'F#:maj', 'B:maj']","['N', 'N', 'N', 'N']","['E:maj', 'B:maj', 'E:maj', 'B:maj', 'E:maj', 'B:maj', 'F#:maj']","['N', 'N', 'N', 'F#:maj']",1970,0.876,0.954,102.762,0.755
Levon,Elton John,4/4,"['A:min', 'D:min', 'Bb:maj', 'F:maj/3', 'G:min7', 'F:maj', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'A:min', 'D:min', 'Bb:maj', 'F:maj/3', 'G:min7', 'F:maj', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'Bb:sus4', 'Bb:maj', 'F:maj/3', 'F:maj', 'Bb:maj/5', 'F:maj', 'Bb:maj/5']","['F:maj', 'Bb:maj', 'F:maj', 'Bb:maj', 'F:maj', 'F:maj', 'Bb:maj/5', 'F:maj', 'Bb:maj', 'F:maj']","['F:maj', 'Bb:maj', 'F:maj', 'Bb:maj']","['F:maj', 'Bb:maj/5', 'F:maj', 'Bb:maj/5']",[],1971,0.594,0.426,145.77,0.305
Your Love Has Lifted Me Higher,Rita Coolidge,4/4,"['Db:maj', 'Db:maj', 'Eb:min/b7', 'Eb:min/b7']","['Db:maj', 'Db:maj', 'Eb:min/b7', 'Eb:min/b7', 'Db:maj', 'Db:maj', 'Eb:min/b7', 'Eb:min/b7', 'D:maj', 'D:maj', 'E:maj/b7', 'E:maj/b7', 'D:maj', 'D:maj', 'E:maj/b7', 'E:maj/b7', 'Eb:maj', 'Eb:maj', 'F:min/b7', 'F:min/b7']","['Db:maj', 'Db:7', 'Eb:maj/b7', 'Eb:maj/b7']","['Eb:maj', 'Eb:maj', 'F:min/b7', 'F:min/b7']",[],1977,0.646,0.75,117.586,0.656
We Two,Little River Band,4/4,"['A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5']","['A:5', 'A:1(#5)', 'A:5', 'A:1(#5)', 'A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5']","['A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5']","['A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5', 'A:maj(9)', 'D:min6/5']","['D:sus4', 'D:maj', 'A:maj(9)', 'A:maj(9)', 'A:5', 'D:min6/5', 'A:5', 'D:min6/5']",2016,0.647,0.369,126.022,0.709
Lovers Who Wander,Dion,4/4,"['C:maj', 'C:maj', 'A:min', 'A:min', 'C:maj', 'C:maj', 'A:min', 'A:min', 'C:maj', 'C:maj', 'A:min', 'A:min', 'C:maj', 'C:maj', 'A:min', 'A:min']","['C:maj', 'C:maj', 'A:min', 'A:min', 'C:maj', 'C:maj', 'A:min', 'A:min', 'C:maj', 'C:maj', 'A:min', 'A:min']","['C:maj', 'C:maj']","['C:maj', 'C:maj', 'A:min', 'A:min']","['F:maj', 'F:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj']",1962,0.382,0.821,111.63,0.51
Surrender,Cheap Trick,4/4,"['B:maj', 'B:maj', 'B:maj', 'B:maj', 'G#:min7', 'G#:min7', 'G#:min7', 'G#:min7', 'F#:maj(11)', 'F#:maj(11)', 'F#:maj(11)', 'F#:maj(11)', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'G#:min7', 'G#:min7', 'G#:min7', 'G#:min7', 'F#:maj(11)', 'F#:maj(11)', 'F#:maj(11)', 'F#:maj(11)', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'F:maj', 'F:maj', 'F:maj', 'F:maj']","['B:maj', 'B:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'F#:maj', 'F#:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'F#:maj', 'F#:maj', 'F#:maj', 'F#:maj', 'E:maj', 'E:maj', 'E:maj', 'E:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'G:maj', 'G:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj']","['N', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:sus4(b7,9)', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj']","['C:maj', 'C:maj', 'C:maj', 'C:maj', 'F:maj', 'F:maj', 'F:maj', 'F:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'G:maj', 'G:maj', 'G:maj', 'G:maj', 'C:maj', 'C:maj', 'C:maj', 'C:maj', 'A:min7', 'A:min7', 'A:min7', 'A:min7', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'G:maj(11)', 'F:maj', 'F:maj', 'F:maj', 'F:maj']","['B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:sus4(b7,9)', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj', 'B:maj']",1978,0.955,0.869,133.849,0.524
Situation,Yaz,4/4,"['C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:5', 'B:5', 'C#:5', 'B:5', 'C#:5', 'B:5', 'C#:5', 'B:5', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'C#:1', 'F#:1', 'D#:maj', 'G#:maj']","['C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1']","['C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1', 'C#:1', 'B:1']",[],"['C#:5', 'B:5', 'C#:5', 'B:5', 'C#:5', 'B:5', 'C#:5', 'B:5']",1982,0.413,0.428,118.727,0.761
Saturday Night,Bay City Rollers,4/4,"['E:min', 'B:min', 'C:maj', 'D:maj', 'D:maj', 'G:maj', 'C:maj', 'G:maj', 'D:maj', 'C:maj', 'G:maj/3', 'A:min7', 'G:maj', 'E:min', 'B:min', 'C:maj', 'D:maj', 'D:maj', 'G:maj', 'C:maj', 'G:maj', 'D:maj', 'C:maj', 'G:maj/3', 'A:min7', 'G:maj', 'C:maj', 'G:maj/3', 'A:min7', 'G:maj']","['G:maj', 'E:min', 'C:maj', 'D:maj', 'G:maj', 'E:min', 'C:maj', 'D:maj']","['N', 'N', 'N', 'N']","['C:maj', 'G:maj/3', 'A:min7', 'G:maj']","['G:maj', 'G:maj', 'N', 'N', 'G:maj', 'G:maj', 'N', 'N']",1974,0.691,0.872,136.336,0.508
I Wish It Would Rain,The Temptations,4/4,"['Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj']","['Bb:1', 'Bb:1', 'Bb:1', 'Bb:1', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj', 'Bb:maj']","['Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj']","['Bb:maj', 'Eb:maj', 'Bb:maj', 'Eb:maj']",[],1968,0.449,0.692,179.651,0.388
Over The Hills and Far Away,Led Zeppelin,4/4,"['F#:5', 'F#:5', 'F#:5', 'F#:5']","['G:maj', 'D:maj', 'G:maj', 'D:maj', 'G:maj', 'A:maj', 'G:maj', 'G:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'G:maj', 'D:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'A:maj', 'G:maj', 'G:maj', 'D:maj', 'A:maj']","['G:maj', 'D:maj', 'G:maj', 'D:maj']","['G:maj', 'D:maj', 'G:maj', 'D:maj']","['F#:maj', 'F#:maj']",1973,0.691,0.206,96.95,0.402
Last Dance,Donna Summer,4/4,"['Eb:maj/5', 'Ab:maj/9', 'Eb:maj/5', 'Ab:maj/9', 'Eb:maj/5', 'Ab:maj/9', 'Eb:maj/5', 'Ab:maj/9', 'F:maj/5', 'Bb:maj/9', 'F:maj/5', 'Bb:maj/9']","['Eb:maj7', 'Ab:maj/5', 'Eb:maj7', 'Bb:aug(b7)', 'Eb:maj7', 'Ab:maj/5', 'Eb:maj7', 'Bb:aug(b7)', 'F:maj', 'Bb:maj/5', 'F:maj', 'C:aug(b7)']","['Eb:maj', 'Ab:maj/5', 'Eb:maj', 'Ab:maj/5']",[],[],1980,0.721,0.237,126.351,0.341
Jungle Boogie,Kool and the Gang,4/4,"['G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7']","['G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7', 'G:min7']",[],"['G:min7', 'G:min7', 'G:min7', 'G:min7']",[],1973,0.85,0.717,106.855,0.808
Smokin' In The Boys Room,Brownsville station,4/4,"['G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj', 'G:maj', 'G:maj', 'D:maj', 'D:maj']","['D:5', 'D:5', 'Bb:5', 'Bb:5', 'D:5', 'D:5', 'Bb:5', 'Bb:5', 'D:5', 'D:5', 'Bb:5', 'Bb:5']","['D:5', 'D:5', 'D:5', 'D:5']",[],[],1973,0.756,0.844,127.434,0.575
The Look,Roxette,4/4,"['A:5', 'A:5', 'C:maj', 'G:maj', 'A:maj', 'C:maj', 'G:maj', 'A:maj', 'F:maj', 'G:maj', 'A:5', 'A:5', 'C:maj', 'G:maj', 'A:maj', 'C:maj', 'G:maj', 'A:maj', 'F:maj', 'G:maj', 'A:5', 'A:5', 'C:maj', 'G:maj', 'A:maj', 'C:maj', 'G:maj', 'A:maj', 'F:maj', 'G:maj']","['A:5', 'G:1', 'D:1', 'A:1', 'A:5', 'G:1', 'D:1', 'A:1', 'A:5', 'G:5', 'D:5', 'A:5', 'G:5', 'D:5']","['A:maj', '(2/4)', 'A:maj']","['A:5', 'G:5', 'D:5', 'A:5']","['A:maj', 'A:maj', 'A:maj', 'A:maj', 'E:5', 'A:5', 'E:5', 'A:5']",1988,0.838,0.541,95.011,0.634
